record,date,locat,elev,temp,duration,spp,genus,family,pond.size,f.per.h
982,8/5/24,silver lake,3152,20,5.13,mt,Somatochlora,Cords,1967.61,45.33
983,8/20/24,red rock canyon,1893,28.3,6.12,lpull,Libellula,Libs,269.45,66.67
984,8/20/24,red rock canyon,1893,28.3,1.75,multi,Rhionaeshna,Aeshnids,269.45,66.67
985,8/20/24,red rock canyon,1893,28.3,4.56,ll,Libellula,Libs,269.45,66.67
986,8/20/24,red rock canyon,1893,28.3,8.78,multi,Rhionaeshna,Aeshnids,269.45,66.67
987,8/20/24,red rock canyon,1893,28.3,16.07,ll,Libellula,Libs,269.45,66.67
988,8/20/24,red rock canyon,1893,28.3,5.37,ll,Libellula,Libs,269.45,66.67
989,8/20/24,red rock canyon,1893,28.3,4.94,ll,Libellula,Libs,269.45,66.67
990,8/20/24,red rock canyon,1893,28.3,10.05,lpull,Libellula,Libs,269.45,66.67
991,8/20/24,red rock canyon,1893,28.3,6.78,lpull,Libellula,Libs,269.45,66.67
992,8/20/24,red rock canyon,1893,28.3,4.16,lpull,Libellula,Libs,269.45,66.67
993,8/20/24,red rock canyon,1893,28.3,6.69,lpull,Libellula,Libs,269.45,66.67
994,8/20/24,red rock canyon,1893,28.3,4.43,lpull,Libellula,Libs,269.45,66.67
995,8/20/24,red rock canyon,1893,28.3,10.46,lpull,Libellula,Libs,269.45,66.67
996,8/20/24,red rock canyon,1893,28.3,5.69,lpull,Libellula,Libs,269.45,66.67
997,8/20/24,red rock canyon,1893,28.3,6.19,lpull,Libellula,Libs,269.45,66.67
998,8/20/24,red rock canyon,1893,28.3,9.22,lpull,Libellula,Libs,269.45,66.67
999,8/20/24,red rock canyon,1893,28.3,7.28,lpull,Libellula,Libs,269.45,66.67
1000,8/20/24,red rock canyon,1893,28.3,8.87,lpull,Libellula,Libs,269.45,66.67
1001,8/20/24,red rock canyon,1893,28.3,6.25,lpull,Libellula,Libs,269.45,66.67
1002,8/20/24,red rock canyon,1893,28.3,9.46,lpull,Libellula,Libs,269.45,66.67
1003,8/20/24,red rock canyon,1893,28.3,9.46,lpull,Libellula,Libs,269.45,66.67
1004,8/20/24,red rock canyon,1893,28.3,5.44,lpull,Libellula,Libs,269.45,66.67
1005,8/20/24,red rock canyon,1893,28.3,7.97,multi,Rhionaeshna,Aeshnids,269.45,66.67
1006,8/20/24,red rock canyon,1893,28.3,11.28,multi,Rhionaeshna,Aeshnids,269.45,66.67
1007,8/20/24,red rock canyon,1893,28.3,10.22,lpull,Libellula,Libs,269.45,66.67
1008,8/20/24,red rock canyon,1893,28.3,9.66,lpull,Libellula,Libs,269.45,66.67
1009,8/20/24,red rock canyon,1893,28.3,7.07,ll,Libellula,Libs,269.45,66.67
1010,8/20/24,red rock canyon,1893,28.3,14.47,lpull,Libellula,Libs,269.45,66.67
1011,8/20/24,red rock canyon,1893,28.3,8.19,lpull,Libellula,Libs,269.45,66.67
1012,8/20/24,red rock canyon,1893,28.3,4.84,lpull,Libellula,Libs,269.45,66.67
1013,8/20/24,red rock canyon,1893,28.3,6.06,lpull,Libellula,Libs,269.45,66.67
1014,8/20/24,red rock canyon,1893,28.3,6.65,lpull,Libellula,Libs,269.45,66.67
1015,8/20/24,red rock canyon,1893,28.3,8.69,ll,Libellula,Libs,269.45,66.67
1016,8/20/24,red rock canyon,1893,28.3,6.5,lpull,Libellula,Libs,269.45,66.67
1017,8/20/24,red rock canyon,1893,28.3,8.25,ll,Libellula,Libs,269.45,66.67
1018,8/20/24,red rock canyon,1893,28.3,8.38,multi,Rhionaeshna,Aeshnids,269.45,66.67
1019,8/20/24,red rock canyon,1893,28.3,10.67,lpull,Libellula,Libs,269.45,66.67
1020,8/20/24,red rock canyon,1893,28.3,8.97,lpull,Libellula,Libs,269.45,66.67
1021,8/20/24,red rock canyon,1893,28.3,7.58,lpull,Libellula,Libs,269.45,66.67
1022,8/20/24,red rock canyon,1893,28.3,9.78,lpull,Libellula,Libs,269.45,66.67
1023,8/20/24,red rock canyon,1893,28.3,8.06,lpull,Libellula,Libs,269.45,66.67
1024,8/20/24,red rock canyon,1893,28.3,6.34,lpull,Libellula,Libs,269.45,66.67
1025,8/20/24,red rock canyon,1893,28.3,9.59,lpull,Libellula,Libs,269.45,66.67
1026,8/20/24,red rock canyon,1893,28.3,8.59,lpull,Libellula,Libs,269.45,66.67
1027,8/20/24,red rock canyon,1893,28.3,2.66,lpull,Libellula,Libs,269.45,66.67
1028,8/20/24,red rock canyon,1893,28.3,10.12,lpull,Libellula,Libs,269.45,66.67
1029,8/20/24,red rock canyon,1893,28.3,5.82,lpull,Libellula,Libs,269.45,66.67
1030,8/20/24,red rock canyon,1893,28.3,5.6,lpull,Libellula,Libs,269.45,66.67
1031,8/20/24,red rock canyon,1893,28.3,7.56,lpull,Libellula,Libs,269.45,66.67
1032,8/20/24,red rock canyon,1893,28.3,5.47,lpull,Libellula,Libs,269.45,66.67
1033,8/28/24,garfield,1645,30.5,26.51,dash,Pachydiplax,Libs,832.67,66.67
1034,8/28/24,garfield,1645,30.5,15.25,simp,Erythemis,Libs,832.67,66.67
1035,8/28/24,garfield,1645,30.5,6.18,simp,Erythemis,Libs,832.67,66.67
1036,8/28/24,garfield,1645,30.5,8.72,simp,Erythemis,Libs,832.67,66.67
1037,8/28/24,garfield,1645,30.5,11.84,simp,Erythemis,Libs,832.67,66.67
1038,8/28/24,garfield,1645,30.5,8.66,simp,Erythemis,Libs,832.67,66.67
1039,8/28/24,garfield,1645,30.5,6.03,simp,Erythemis,Libs,832.67,66.67
1040,8/28/24,garfield,1645,30.5,11.22,dash,Pachydiplax,Libs,832.67,66.67
1041,8/28/24,garfield,1645,30.5,17.55,simp,Erythemis,Libs,832.67,66.67
1042,8/28/24,garfield,1645,30.5,6.18,simp,Erythemis,Libs,832.67,66.67
1043,8/28/24,garfield,1645,30.5,9.72,simp,Erythemis,Libs,832.67,66.67
1044,8/28/24,garfield,1645,30.5,9.69,palm,Aeshna,Aeshnids,832.67,66.67
1045,8/28/24,garfield,1645,30.5,14.44,simp,Erythemis,Libs,832.67,66.67
1046,8/28/24,garfield,1645,30.5,6.41,simp,Erythemis,Libs,832.67,66.67
1047,8/28/24,garfield,1645,30.5,5.03,simp,Erythemis,Libs,832.67,66.67
1048,8/28/24,garfield,1645,30.5,11.19,dash,Pachydiplax,Libs,832.67,66.67
1049,8/28/24,garfield,1645,30.5,8.65,dash,Pachydiplax,Libs,832.67,66.67
1050,8/28/24,garfield,1645,30.5,13.93,simp,Erythemis,Libs,832.67,66.67
1051,8/28/24,garfield,1645,30.5,16.4,simp,Erythemis,Libs,832.67,66.67
1052,8/28/24,garfield,1645,30.5,12.03,simp,Erythemis,Libs,832.67,66.67
1053,8/28/24,garfield,1645,30.5,10.84,simp,Erythemis,Libs,832.67,66.67
1054,8/28/24,garfield,1645,30.5,8.35,simp,Erythemis,Libs,832.67,66.67
1055,8/28/24,garfield,1645,30.5,12.09,dash,Pachydiplax,Libs,832.67,66.67
1056,8/28/24,garfield,1645,30.5,7,simp,Erythemis,Libs,832.67,66.67
1057,8/28/24,garfield,1645,30.5,8.69,simp,Erythemis,Libs,832.67,66.67
1058,8/28/24,garfield,1645,30.5,4.25,simp,Erythemis,Libs,832.67,66.67
1059,8/28/24,garfield,1645,30.5,3.47,simp,Erythemis,Libs,832.67,66.67
1060,8/28/24,garfield,1645,30.5,8.53,simp,Erythemis,Libs,832.67,66.67
1061,8/28/24,garfield,1645,30.5,5.59,simp,Erythemis,Libs,832.67,66.67
1062,8/28/24,garfield,1645,30.5,13.4,palm,Aeshna,Aeshnids,832.67,66.67
1063,8/28/24,garfield,1645,30.5,7.68,palm,Aeshna,Aeshnids,832.67,66.67
1064,8/28/24,garfield,1645,30.5,17.31,dash,Pachydiplax,Libs,832.67,66.67
1065,8/28/24,garfield,1645,30.5,5.6,dash,Pachydiplax,Libs,832.67,66.67
1066,8/28/24,garfield,1645,30.5,9.85,palm,Aeshna,Aeshnids,832.67,66.67
1067,8/28/24,garfield,1645,30.5,10.31,palm,Aeshna,Aeshnids,832.67,66.67
1068,8/28/24,garfield,1645,30.5,13.97,dash,Pachydiplax,Libs,832.67,66.67
1069,8/28/24,garfield,1645,30.5,9.6,palm,Aeshna,Aeshnids,832.67,66.67
1070,8/28/24,garfield,1645,30.5,6.22,palm,Aeshna,Aeshnids,832.67,66.67
1071,8/28/24,garfield,1645,30.5,8.79,simp,Erythemis,Libs,832.67,66.67
1072,8/28/24,garfield,1645,30.5,9.03,palm,Aeshna,Aeshnids,832.67,66.67
1073,8/28/24,garfield,1645,30.5,6.57,dash,Pachydiplax,Libs,832.67,66.67
1074,8/28/24,garfield,1645,30.5,15.25,dash,Pachydiplax,Libs,832.67,66.67
1075,8/28/24,garfield,1645,30.5,12.09,pten,Perithemis,Libs,832.67,66.67
1076,8/28/24,garfield,1645,30.5,6.88,dash,Pachydiplax,Libs,832.67,66.67
1077,8/28/24,garfield,1645,30.5,19.19,dash,Pachydiplax,Libs,832.67,66.67
1078,8/28/24,garfield,1645,30.5,10.32,dash,Pachydiplax,Libs,832.67,66.67
1079,8/28/24,garfield,1645,30.5,6.28,dash,Pachydiplax,Libs,832.67,66.67
1080,8/28/24,garfield,1645,30.5,9.35,dash,Pachydiplax,Libs,832.67,66.67
1081,8/28/24,garfield,1645,30.5,7.54,pten,Perithemis,Libs,832.67,66.67
1082,8/28/24,garfield,1645,30.5,10.53,dash,Pachydiplax,Libs,832.67,66.67
1083,9/2/24,ranger,2823,20,1.28,palm,Aeshna,Aeshnids,2279.38,25
1084,9/2/24,ranger,2823,20,2.81,palm,Aeshna,Aeshnids,2279.38,25
1085,9/2/24,ranger,2823,20,1.4,palm,Aeshna,Aeshnids,2279.38,25
1086,9/2/24,ranger,2823,20,1.47,palm,Aeshna,Aeshnids,2279.38,25
1087,9/2/24,ranger,2823,20,3.03,palm,Aeshna,Aeshnids,2279.38,25
1088,9/2/24,ranger,2823,20,3.38,erem,Aeshna,Aeshnids,2279.38,25
1089,9/2/24,ranger,2823,20,2.85,palm,Aeshna,Aeshnids,2279.38,25
1090,9/2/24,ranger,2823,20,1.62,palm,Aeshna,Aeshnids,2279.38,25
1091,9/2/24,ranger,2823,20,5.47,palm,Aeshna,Aeshnids,2279.38,25
1092,9/2/24,ranger,2823,20,1.81,palm,Aeshna,Aeshnids,2279.38,25
1093,9/2/24,ranger,2823,20,2.06,palm,Aeshna,Aeshnids,2279.38,25
1094,9/2/24,ranger,2823,20,1.91,palm,Aeshna,Aeshnids,2279.38,25
1095,9/2/24,ranger,2823,20,1.19,palm,Aeshna,Aeshnids,2279.38,25
1096,9/2/24,ranger,2823,20,4.97,erem,Aeshna,Aeshnids,2279.38,25
1097,9/2/24,ranger,2823,20,1.78,erem,Aeshna,Aeshnids,2279.38,25
1098,9/2/24,ranger,2823,20,2.62,palm,Aeshna,Aeshnids,2279.38,25
1099,9/2/24,ranger,2823,20,1.06,palm,Aeshna,Aeshnids,2279.38,25
1100,9/2/24,ranger,2823,20,0.75,palm,Aeshna,Aeshnids,2279.38,25
1101,9/2/24,ranger,2823,20,1.69,erem,Aeshna,Aeshnids,2279.38,25
1102,9/2/24,ranger,2823,20,1.41,palm,Aeshna,Aeshnids,2279.38,25
1103,9/2/24,ranger,2823,20,2.31,palm,Aeshna,Aeshnids,2279.38,25
1104,9/2/24,ranger,2823,20,1.5,palm,Aeshna,Aeshnids,2279.38,25
1105,9/2/24,ranger,2823,20,0.66,palm,Aeshna,Aeshnids,2279.38,25
1106,9/2/24,ranger,2823,20,0.82,erem,Aeshna,Aeshnids,2279.38,25
1107,9/2/24,ranger,2823,20,1.06,palm,Aeshna,Aeshnids,2279.38,25
1108,9/12/24,lost lake,2987,22.8,1.15,bm,Sympetrum,Libs,637.47,48
1109,9/12/24,lost lake,2987,22.8,1.21,erem,Aeshna,Aeshnids,637.47,48
1110,9/12/24,lost lake,2987,22.8,1.68,bm,Sympetrum,Libs,637.47,48
1111,9/12/24,lost lake,2987,22.8,1.34,bm,Sympetrum,Libs,637.47,48
1112,9/12/24,lost lake,2987,22.8,1.87,erem,Aeshna,Aeshnids,637.47,48
1113,9/12/24,lost lake,2987,22.8,1.93,erem,Aeshna,Aeshnids,637.47,48
1114,9/12/24,lost lake,2987,22.8,1.97,bm,Sympetrum,Libs,637.47,48
1115,9/12/24,lost lake,2987,22.8,2.75,bm,Sympetrum,Libs,637.47,48
1116,9/12/24,lost lake,2987,22.8,2.03,bm,Sympetrum,Libs,637.47,48
1117,9/12/24,lost lake,2987,22.8,1.28,bm,Sympetrum,Libs,637.47,48
1118,9/12/24,lost lake,2987,22.8,1.78,erem,Aeshna,Aeshnids,637.47,48
1119,9/12/24,lost lake,2987,22.8,3.59,erem,Aeshna,Aeshnids,637.47,48
1120,9/12/24,lost lake,2987,22.8,2.63,erem,Aeshna,Aeshnids,637.47,48
1121,9/12/24,lost lake,2987,22.8,2.59,erem,Aeshna,Aeshnids,637.47,48
1122,9/12/24,lost lake,2987,22.8,3.28,bm,Sympetrum,Libs,637.47,48
1123,9/12/24,lost lake,2987,22.8,2.31,bm,Sympetrum,Libs,637.47,48
1124,9/12/24,lost lake,2987,22.8,7.06,erem,Aeshna,Aeshnids,637.47,48
1125,9/12/24,lost lake,2987,22.8,3.72,erem,Aeshna,Aeshnids,637.47,48
1126,9/12/24,lost lake,2987,22.8,3.03,erem,Aeshna,Aeshnids,637.47,48
1127,9/12/24,lost lake,2987,22.8,1.63,erem,Aeshna,Aeshnids,637.47,48
1128,9/12/24,lost lake,2987,22.8,2.82,erem,Aeshna,Aeshnids,637.47,48
1129,9/12/24,lost lake,2987,22.8,0.94,erem,Aeshna,Aeshnids,637.47,48
1130,9/12/24,lost lake,2987,22.8,1,erem,Aeshna,Aeshnids,637.47,48
1131,9/12/24,lost lake,2987,22.8,1.91,erem,Aeshna,Aeshnids,637.47,48
1132,9/12/24,lost lake,2987,22.8,0.53,erem,Aeshna,Aeshnids,637.47,48
1133,9/12/24,lost lake,2987,22.8,0.97,bm,Sympetrum,Libs,637.47,48
1134,9/12/24,lost lake,2987,22.8,2.53,erem,Aeshna,Aeshnids,637.47,48
1135,9/12/24,lost lake,2987,22.8,4.41,erem,Aeshna,Aeshnids,637.47,48
1136,9/12/24,lost lake,2987,22.8,2.75,bm,Sympetrum,Libs,637.47,48
1137,9/12/24,lost lake,2987,22.8,3.87,erem,Aeshna,Aeshnids,637.47,48
1138,9/12/24,lost lake,2987,22.8,3.72,bm,Sympetrum,Libs,637.47,48
1139,9/12/24,lost lake,2987,22.8,2.31,bm,Sympetrum,Libs,637.47,48
1140,9/12/24,lost lake,2987,22.8,1.81,bm,Sympetrum,Libs,637.47,48
1141,9/12/24,lost lake,2987,22.8,2.16,erem,Aeshna,Aeshnids,637.47,48
1142,9/12/24,lost lake,2987,22.8,3.22,erem,Aeshna,Aeshnids,637.47,48
1143,9/12/24,lost lake,2987,22.8,3.75,erem,Aeshna,Aeshnids,637.47,48
1144,9/12/24,lost lake,2987,22.8,2.65,erem,Aeshna,Aeshnids,637.47,48
1145,9/12/24,lost lake,2987,22.8,1.53,bm,Sympetrum,Libs,637.47,48
1146,9/12/24,lost lake,2987,22.8,3.46,bm,Sympetrum,Libs,637.47,48
1147,9/12/24,lost lake,2987,22.8,6.61,bm,Sympetrum,Libs,637.47,48
1148,9/12/24,lost lake,2987,22.8,3,erem,Aeshna,Aeshnids,637.47,48
1149,9/12/24,lost lake,2987,22.8,2.28,bm,Sympetrum,Libs,637.47,48
1150,9/12/24,lost lake,2987,22.8,1.62,erem,Aeshna,Aeshnids,637.47,48
1151,9/12/24,lost lake,2987,22.8,1.53,bm,Sympetrum,Libs,637.47,48
1152,9/12/24,lost lake,2987,22.8,2.53,bm,Sympetrum,Libs,637.47,48
1153,9/12/24,lost lake,2987,22.8,1.87,bm,Sympetrum,Libs,637.47,48
1154,9/12/24,lost lake,2987,22.8,3.19,bm,Sympetrum,Libs,637.47,48
1155,9/12/24,lost lake,2987,22.8,1.62,bm,Sympetrum,Libs,637.47,48
1156,9/12/24,lost lake,2987,22.8,2.15,bm,Sympetrum,Libs,637.47,48
1157,9/12/24,lost lake,2987,22.8,4.32,erem,Aeshna,Aeshnids,637.47,48
1158,9/12/24,lost lake,2987,22.8,1.78,bm,Sympetrum,Libs,637.47,48
1159,9/12/24,lost lake,2987,22.8,3.97,bm,Sympetrum,Libs,637.47,48
1160,9/12/24,lost lake,2987,22.8,2.59,bm,Sympetrum,Libs,637.47,48
1161,9/12/24,lost lake,2987,22.8,3.97,erem,Aeshna,Aeshnids,637.47,48
1162,9/12/24,lost lake,2987,22.8,1.84,erem,Aeshna,Aeshnids,637.47,48
1163,9/12/24,lost lake,2987,22.8,5.53,erem,Aeshna,Aeshnids,637.47,48
1164,9/12/24,lost lake,2987,22.8,0.91,bm,Sympetrum,Libs,637.47,48
1165,9/12/24,lost lake,2987,22.8,0.97,bm,Sympetrum,Libs,637.47,48
1166,9/12/24,lost lake,2987,22.8,0.78,bm,Sympetrum,Libs,637.47,48
1167,9/12/24,lost lake,2987,22.8,1.22,bm,Sympetrum,Libs,637.47,48
1168,9/14/24,pine valley,2089,25,3.06,palm,Aeshna,Aeshnids,843.15,50
1169,9/14/24,pine valley,2089,25,4.91,palm,Aeshna,Aeshnids,843.15,50
1170,9/14/24,pine valley,2089,25,9.37,palm,Aeshna,Aeshnids,843.15,50
1171,9/14/24,pine valley,2089,25,3.82,palm,Aeshna,Aeshnids,843.15,50
1172,9/14/24,pine valley,2089,25,5.85,palm,Aeshna,Aeshnids,843.15,50
1173,9/14/24,pine valley,2089,25,5.75,palm,Aeshna,Aeshnids,843.15,50
1174,9/14/24,pine valley,2089,25,4.63,palm,Aeshna,Aeshnids,843.15,50
1175,9/14/24,pine valley,2089,25,12.34,palm,Aeshna,Aeshnids,843.15,50
1176,9/14/24,pine valley,2089,25,6.9,palm,Aeshna,Aeshnids,843.15,50
1177,9/14/24,pine valley,2089,25,7.31,palm,Aeshna,Aeshnids,843.15,50
1178,9/14/24,pine valley,2089,25,3.81,multi,Rhionaeshna,Aeshnids,843.15,50
1179,9/14/24,pine valley,2089,25,4.28,multi,Rhionaeshna,Aeshnids,843.15,50
1180,9/14/24,pine valley,2089,25,8.85,ply,Plathemis,Libs,843.15,50
1181,9/14/24,pine valley,2089,25,3.28,palm,Aeshna,Aeshnids,843.15,50
1182,9/14/24,pine valley,2089,25,6.07,palm,Aeshna,Aeshnids,843.15,50
1183,9/14/24,pine valley,2089,25,8.16,palm,Aeshna,Aeshnids,843.15,50
1184,9/14/24,pine valley,2089,25,4.63,multi,Rhionaeshna,Aeshnids,843.15,50
1185,9/14/24,pine valley,2089,25,6.32,palm,Aeshna,Aeshnids,843.15,50
1186,9/14/24,pine valley,2089,25,11.12,palm,Aeshna,Aeshnids,843.15,50
1187,9/14/24,pine valley,2089,25,1.4,palm,Aeshna,Aeshnids,843.15,50
1188,9/14/24,pine valley,2089,25,4.16,palm,Aeshna,Aeshnids,843.15,50
1189,9/14/24,pine valley,2089,25,8.69,palm,Aeshna,Aeshnids,843.15,50
1190,9/14/24,pine valley,2089,25,14.38,palm,Aeshna,Aeshnids,843.15,50
1191,9/14/24,pine valley,2089,25,3.6,multi,Rhionaeshna,Aeshnids,843.15,50
1192,9/14/24,pine valley,2089,25,12.16,palm,Aeshna,Aeshnids,843.15,50
1193,9/14/24,pine valley,2089,25,10.18,palm,Aeshna,Aeshnids,843.15,50
1194,9/14/24,pine valley,2089,25,4.25,bm,Sympetrum,Libs,843.15,50
1195,9/14/24,pine valley,2089,25,8.78,palm,Aeshna,Aeshnids,843.15,50
1196,9/14/24,pine valley,2089,25,2.06,multi,Rhionaeshna,Aeshnids,843.15,50
1197,9/14/24,pine valley,2089,25,5.12,multi,Rhionaeshna,Aeshnids,843.15,50
1198,9/14/24,pine valley,2089,25,8.5,palm,Aeshna,Aeshnids,843.15,50
1199,9/14/24,pine valley,2089,25,3.06,palm,Aeshna,Aeshnids,843.15,50
1200,9/14/24,pine valley,2089,25,12.58,palm,Aeshna,Aeshnids,843.15,50
1201,9/14/24,pine valley,2089,25,2.22,palm,Aeshna,Aeshnids,843.15,50
1202,9/14/24,pine valley,2089,25,2.84,palm,Aeshna,Aeshnids,843.15,50
1203,9/14/24,pine valley,2089,25,3.79,palm,Aeshna,Aeshnids,843.15,50
1204,9/14/24,pine valley,2089,25,3,palm,Aeshna,Aeshnids,843.15,50
1205,9/14/24,pine valley,2089,25,3.38,palm,Aeshna,Aeshnids,843.15,50
1206,9/14/24,pine valley,2089,25,12.9,palm,Aeshna,Aeshnids,843.15,50
1207,9/14/24,pine valley,2089,25,3.43,multi,Rhionaeshna,Aeshnids,843.15,50
1208,9/14/24,pine valley,2089,25,2.79,palm,Aeshna,Aeshnids,843.15,50
1209,9/14/24,pine valley,2089,25,2.63,palm,Aeshna,Aeshnids,843.15,50
1210,9/14/24,pine valley,2089,25,4.16,palm,Aeshna,Aeshnids,843.15,50
1211,9/14/24,pine valley,2089,25,6.22,palm,Aeshna,Aeshnids,843.15,50
1212,9/14/24,pine valley,2089,25,4.87,palm,Aeshna,Aeshnids,843.15,50
1213,9/14/24,pine valley,2089,25,11.91,palm,Aeshna,Aeshnids,843.15,50
1214,9/14/24,pine valley,2089,25,19.65,palm,Aeshna,Aeshnids,843.15,50
1215,9/14/24,pine valley,2089,25,1.81,palm,Aeshna,Aeshnids,843.15,50
1216,9/14/24,pine valley,2089,25,5.75,palm,Aeshna,Aeshnids,843.15,50
1217,9/14/24,pine valley,2089,25,5.63,palm,Aeshna,Aeshnids,843.15,50