StudyID,Species,Taxon.group,Endo.Ecto,linear.coefs,linear.coefs.se,elevation,abs.Lat,Genus,family,order,class
101,Zosterops lateralis chlorocephalus,V,Endo,0.248,NA,-17,23.4333,Zosterops,Zosteropidae,Passeriformes,Ave
37,Stegastes partitus,V,Ecto,0.251,0.052,-30,23.7903,Stegastes,Pomacentridae,Blenniformes,Actinopterygii
15,Parus caeruleus,V,Endo,0.268817694,0.41649519,29,42.5667,Parus,Paridae,Passeriformes,Ave
11,Calopteryx splendens,I,Ecto,0.273097,NA,10,55.7,Calopteryx,Calopterygidae,Odonata,Insecta
79,Phasianus colchicus,V,Endo,0.29,NA,17,55.7232,Phasianus,Phasianidae,Galliformes,Ave
64,Ficedula albicollis,V,Endo,0.292,0.091,26,57.1667,Ficedula,Muscicapidae,Passeriformes,Ave
64,Ficedula albicollis,V,Endo,0.296,0.081,26,57.1667,Ficedula,Muscicapidae,Passeriformes,Ave
61,Negaprion brevirostris,V,Ecto,0.299335,NA,8,25.745,Negaprion,Carcharhinidae,Elasmobranchii,Chondrichthyes
64,Ficedula albicollis,V,Endo,0.304,0.108,26,57.1667,Ficedula,Muscicapidae,Passeriformes,Ave
79,Phasianus colchicus,V,Endo,0.32,NA,17,55.7232,Phasianus,Phasianidae,Galliformes,Ave
112,Zosterops lateralis chlorocephalus,V,Endo,0.32,0.2,-17,23.4333,Zosterops,Zosteropidae,Passeriformes,Ave
64,Ficedula albicollis,V,Endo,0.323,0.115,26,57.1667,Ficedula,Muscicapidae,Passeriformes,Ave
79,Phasianus colchicus,V,Endo,0.34,NA,17,55.7232,Phasianus,Phasianidae,Galliformes,Ave
64,Ficedula albicollis,V,Endo,0.352,0.187,26,57.1667,Ficedula,Muscicapidae,Passeriformes,Ave
83,Ovis aries,V,Endo,0.3537,0.0535,121,57.814,Ovis,Bovidae,Artiodactyla,Mammalia
83,Ovis aries,V,Endo,0.36,0.0656,121,57.814,Ovis,Bovidae,Artiodactyla,Mammalia
64,Ficedula albicollis,V,Endo,0.36,0.078,26,57.1667,Ficedula,Muscicapidae,Passeriformes,Ave
15,Parus caeruleus,V,Endo,0.364413926,0.31023554,29,42.5667,Parus,Paridae,Passeriformes,Ave
83,Ovis aries,V,Endo,0.3764,0.0549,121,57.814,Ovis,Bovidae,Artiodactyla,Mammalia
83,Ovis aries,V,Endo,0.3773,0.083,121,57.814,Ovis,Bovidae,Artiodactyla,Mammalia
79,Phasianus colchicus,V,Endo,0.38,NA,17,55.7232,Phasianus,Phasianidae,Galliformes,Ave
64,Ficedula albicollis,V,Endo,0.392,0.092,26,57.1667,Ficedula,Muscicapidae,Passeriformes,Ave
15,Parus caeruleus,V,Endo,0.400724267,0.36490733,29,42.5667,Parus,Paridae,Passeriformes,Ave
15,Parus caeruleus,V,Endo,0.406236406,0.65875748,29,42.5667,Parus,Paridae,Passeriformes,Ave
15,Parus caeruleus,V,Endo,0.407573682,0.21049808,232,43.6667,Parus,Paridae,Passeriformes,Ave
79,Phasianus colchicus,V,Endo,0.41,NA,17,55.7232,Phasianus,Phasianidae,Galliformes,Ave
15,Parus caeruleus,V,Endo,0.411466875,0.15625373,232,43.6667,Parus,Paridae,Passeriformes,Ave
83,Ovis aries,V,Endo,0.4364,0.0525,121,57.814,Ovis,Bovidae,Artiodactyla,Mammalia
15,Parus caeruleus,V,Endo,0.439252574,0.17607498,232,43.6667,Parus,Paridae,Passeriformes,Ave
15,Parus caeruleus,V,Endo,0.443829345,0.20349114,232,43.6667,Parus,Paridae,Passeriformes,Ave
15,Parus caeruleus,V,Endo,0.456244413,0.30693615,232,43.6667,Parus,Paridae,Passeriformes,Ave
15,Parus caeruleus,V,Endo,0.461509356,0.35287791,29,42.5667,Parus,Paridae,Passeriformes,Ave
73,Lacerta agilis,V,Ecto,0.465,0.368,5,57.3947,Lacerta,Laceratidae,Squamata,Reptilia
15,Parus caeruleus,V,Endo,0.471961438,0.44449167,232,43.6667,Parus,Paridae,Passeriformes,Ave
15,Parus caeruleus,V,Endo,0.472905376,0.35811593,29,42.5667,Parus,Paridae,Passeriformes,Ave
15,Parus caeruleus,V,Endo,0.491052927,0.54524677,593,42.55,Parus,Paridae,Passeriformes,Ave
73,Lacerta agilis,V,Ecto,0.492,0.516,5,57.3947,Lacerta,Laceratidae,Squamata,Reptilia
83,Ovis aries,V,Endo,0.5292,0.0637,121,57.814,Ovis,Bovidae,Artiodactyla,Mammalia
15,Parus caeruleus,V,Endo,0.530603121,0.32265597,29,42.5667,Parus,Paridae,Passeriformes,Ave
15,Parus caeruleus,V,Endo,0.538158964,0.28617616,29,42.5667,Parus,Paridae,Passeriformes,Ave
15,Parus caeruleus,V,Endo,0.547515493,0.3945694,232,43.6667,Parus,Paridae,Passeriformes,Ave
73,Lacerta agilis,V,Ecto,0.569,0.309,5,57.3947,Lacerta,Laceratidae,Squamata,Reptilia
15,Parus caeruleus,V,Endo,0.574041341,0.33576417,232,43.6667,Parus,Paridae,Passeriformes,Ave
67,Ovis aries,V,Endo,0.598,0.152,121,57.814,Ovis,Bovidae,Artiodactyla,Mammalia
67,Ovis aries,V,Endo,0.608,0.176,121,57.814,Ovis,Bovidae,Artiodactyla,Mammalia
73,Lacerta agilis,V,Ecto,0.624,0.257,5,57.3947,Lacerta,Laceratidae,Squamata,Reptilia
67,Ovis aries,V,Endo,0.653,0.339,121,57.814,Ovis,Bovidae,Artiodactyla,Mammalia
150,Chrysemys picta,V,Ecto,0.768,0.05,184,41.9586,Chrysemys,Emydidae,Testudines,Reptilia
15,Parus caeruleus,V,Endo,0.883344416,0.41274833,232,43.6667,Parus,Paridae,Passeriformes,Ave
15,Parus caeruleus,V,Endo,0.931262018,1.21303204,29,42.5667,Parus,Paridae,Passeriformes,Ave
15,Parus caeruleus,V,Endo,1.199582406,0.85969727,29,42.5667,Parus,Paridae,Passeriformes,Ave
15,Parus caeruleus,V,Endo,1.79032751,2.11151405,29,42.5667,Parus,Paridae,Passeriformes,Ave
15,Parus caeruleus,V,Endo,3.796211811,4.93019727,29,42.5667,Parus,Paridae,Passeriformes,Ave
119,Aquarius remigis,I,Ecto,-0.135,NA,31,45.5167,Aquarius,Gerridae,Hemiptera,Insecta
119,Aquarius remigis,I,Ecto,-0.279,NA,31,45.5167,Aquarius,Gerridae,Hemiptera,Insecta
14,Aquarius remigis,I,Ecto,0.01,NA,167,45.5405,Aquarius,Gerridae,Hemiptera,Insecta
14,Aquarius remigis,I,Ecto,0.07,NA,167,45.5405,Aquarius,Gerridae,Hemiptera,Insecta
14,Aquarius remigis,I,Ecto,-0.3,NA,167,45.5405,Aquarius,Gerridae,Hemiptera,Insecta
14,Aquarius remigis,I,Ecto,0.04,NA,167,45.5405,Aquarius,Gerridae,Hemiptera,Insecta
14,Aquarius remigis,I,Ecto,0.1,NA,190,45.5444,Aquarius,Gerridae,Hemiptera,Insecta
14,Aquarius remigis,I,Ecto,-0.03,NA,190,45.5444,Aquarius,Gerridae,Hemiptera,Insecta
14,Aquarius remigis,I,Ecto,0.28,NA,190,45.5444,Aquarius,Gerridae,Hemiptera,Insecta
14,Aquarius remigis,I,Ecto,0.12,NA,190,45.5444,Aquarius,Gerridae,Hemiptera,Insecta
28,Calopteryx splendens,I,Ecto,-0.06,NA,10,55.7,Calopteryx,Calopterygidae,Odonata,Insecta
23,Carpodacus mexicanus,V,Endo,-0.13,NA,201,32.6042,Carpodacus,Fringillidae,Passeriformes,Ave
23,Carpodacus mexicanus,V,Endo,-0.27,NA,201,32.6042,Carpodacus,Fringillidae,Passeriformes,Ave
23,Carpodacus mexicanus,V,Endo,0,NA,268,42.2791,Carpodacus,Fringillidae,Passeriformes,Ave
23,Carpodacus mexicanus,V,Endo,0.13,NA,268,42.2791,Carpodacus,Fringillidae,Passeriformes,Ave
23,Carpodacus mexicanus,V,Endo,-0.08,NA,1834,48.8573,Carpodacus,Fringillidae,Passeriformes,Ave
23,Carpodacus mexicanus,V,Endo,-0.1,NA,1834,48.8573,Carpodacus,Fringillidae,Passeriformes,Ave
107,Cervus elaphus,V,Endo,0.76019,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.0244,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.48565,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.07063,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.06525,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.48922,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.31013,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.18342,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.06241,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.10063,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.4702,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.32635,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.16288,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.08333,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.2065,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.33595,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.13048,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.0678,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.24757,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.29333,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.33265,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.17246,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.23778,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.1484,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.0604,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.0972,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.01453,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.02855,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.19704,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.05841,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.03376,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.10666,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.02945,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.16492,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.13631,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.05514,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.15425,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.01217,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.11975,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.0989,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.05658,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.24324,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.1715,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.1069,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.03949,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.05427,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.04959,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.10902,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.03202,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.03821,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.22566,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.0363,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.08989,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.00195,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.03002,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.04942,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.02547,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.00734,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.03318,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.02412,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.0093,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.00043,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.0762,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.0717,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.02086,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.03187,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.05358,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.00901,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.02576,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.00629,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.01811,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.0546,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.00799,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.09575,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.01493,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.03633,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.03888,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.00304,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.04691,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.02341,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.09943,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.03597,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.09271,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.02638,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.01097,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.04946,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.00646,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.05053,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.00434,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.05521,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.10193,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.04037,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.00934,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.03542,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.15615,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.14078,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.68673,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.58541,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.4347,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.27225,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.1588,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.29457,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.36439,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.31563,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.05987,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.31615,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.39997,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.30993,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.58947,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.11523,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.40303,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.14894,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.1582,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.15221,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.08302,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.33271,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.11174,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.09221,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.26978,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.06861,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,0.04448,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
107,Cervus elaphus,V,Endo,-0.45345,NA,272,57.0033,Cervus,Cervidae,Artiodactyla,Mammalia
